datetime,Mean_Returns_10,Sharpe_Ratio_10,Sortino_Ratio_10,Calmar_Ratio_10,Skewness_10,Kurtosis_10,Hurst_Returns_10,ACF_Lag_1_10,Mean_Returns_1_10,Sharpe_Ratio_1_10,ACF_Lag_3_10,Mean_Returns_3_10,Sharpe_Ratio_3_10,ACF_Lag_5_10,Mean_Returns_5_10,Sharpe_Ratio_5_10,ACF_Lag_7_10,Mean_Returns_7_10,Sharpe_Ratio_7_10,ACF_Lag_9_10,Mean_Returns_9_10,Sharpe_Ratio_9_10,Jarque-Bera_statistic,Jarque-Bera_pvalue,VaR_95_10,CVaR_95_10,Omega_Ratio_10,Mean_Returns_1,Mean_Returns_5,Mean_Returns_30,Sharpe_Ratio_30,Sortino_Ratio_30,Calmar_Ratio_30,Skewness_30,Kurtosis_30,Hurst_Returns_30,ACF_Lag_1_30,Mean_Returns_1_30,Sharpe_Ratio_1_30,ACF_Lag_3_30,Mean_Returns_3_30,Sharpe_Ratio_3_30,ACF_Lag_5_30,Mean_Returns_5_30,Sharpe_Ratio_5_30,ACF_Lag_7_30,Mean_Returns_7_30,Sharpe_Ratio_7_30,ACF_Lag_9_30,Mean_Returns_9_30,Sharpe_Ratio_9_30,VaR_95_30,CVaR_95_30,Omega_Ratio_30,Cumulative_Returns,Log_Returns,Volatility_of_Volatility_30,Max_Drawdown_Duration_30
2022-07-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011600000000000055,0.011533235813673085,,
2022-07-02 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011600000000000055,0.0,,
2022-07-03 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011600000000000055,0.0,,
2022-07-04 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005533333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01215975200000008,0.000553180300893881,,
2022-07-05 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010399999999999,0.00263866666666664,,,,,,,,,,,,,,,,,,,,,,,,,,0.013212398142079973,0.0010394595746623752,,
2022-07-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00031866666666663997,,,,,,,,,,,,,,,,,,,,,,,,,,0.013212398142079973,0.0,,
2022-07-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011133333333333,0.0005413333333332999,,,,,,,,,,,,,,,,,,,,,,,,,,0.014340441278678062,0.0011127140373903344,,
2022-07-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002216666666666,0.00049699999999998,,,,,,,,,,,,,,,,,,,,,,,,,,0.014115595814194748,-0.00022169123835333643,,
2022-07-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00038633333333332,,,,,,,,,,,,,,,,,,,,,,,,,,0.014115595814194748,0.0,,
2022-07-10 03:00:00,0.00140849999999999,7.450659896019682,,,3.0647024668761222,9.533959901053526,,-0.23513674221839562,,,0.12397104909181819,,,-0.22012412381159935,,,-1.0,,,,,,,,-0.00012191666666663,-0.0002216666666666,64.54132426709042,0.0,0.00017833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,0.014115595814194748,0.0,,
